[19:14:35] atlas_generator.ERROR KRTools GUI模块启动
[19:16:05]atlas_generator.ERROR KRTools GUI模块启动
[19:17:30]atlas_generator.ERROR KRTools GUI模块启动
[19:54:12]atlas_generator.ERROR ⚠️ 无法合并文件夹 imgs 和 go_towers，因为它们的图片数量不一致
[19:54:12]atlas_generator.ERROR ⚠️ 无法合并文件夹 imgs 和 go_towers - 副本，因为它们的图片数量不一致
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0010.png + go_towers - 副本/reinforce_C2_0010.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0011.png + go_towers - 副本/reinforce_C2_0011.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0012.png + go_towers - 副本/reinforce_C2_0012.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0013.png + go_towers - 副本/reinforce_C2_0013.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0014.png + go_towers - 副本/reinforce_C2_0014.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0015.png + go_towers - 副本/reinforce_C2_0015.png
[20:33:58]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0016.png + go_towers - 副本/reinforce_C2_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C2_0017.png + go_towers - 副本/reinforce_C2_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0001.png + go_towers - 副本/reinforce_C3_0001.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0002.png + go_towers - 副本/reinforce_C3_0002.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0003.png + go_towers - 副本/reinforce_C3_0003.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0004.png + go_towers - 副本/reinforce_C3_0004.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0005.png + go_towers - 副本/reinforce_C3_0005.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0006.png + go_towers - 副本/reinforce_C3_0006.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0007.png + go_towers - 副本/reinforce_C3_0007.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0008.png + go_towers - 副本/reinforce_C3_0008.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0009.png + go_towers - 副本/reinforce_C3_0009.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0010.png + go_towers - 副本/reinforce_C3_0010.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0011.png + go_towers - 副本/reinforce_C3_0011.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0012.png + go_towers - 副本/reinforce_C3_0012.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0013.png + go_towers - 副本/reinforce_C3_0013.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0014.png + go_towers - 副本/reinforce_C3_0014.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0015.png + go_towers - 副本/reinforce_C3_0015.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0016.png + go_towers - 副本/reinforce_C3_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0017.png + go_towers - 副本/reinforce_C3_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0018.png + go_towers - 副本/reinforce_C3_0018.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0019.png + go_towers - 副本/reinforce_C3_0019.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0020.png + go_towers - 副本/reinforce_C3_0020.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0021.png + go_towers - 副本/reinforce_C3_0021.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0022.png + go_towers - 副本/reinforce_C3_0022.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0023.png + go_towers - 副本/reinforce_C3_0023.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0024.png + go_towers - 副本/reinforce_C3_0024.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0025.png + go_towers - 副本/reinforce_C3_0025.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/reinforce_C3_0026.png + go_towers - 副本/reinforce_C3_0026.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0001.png + go_towers - 副本/soldier_elemental_0001.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0002.png + go_towers - 副本/soldier_elemental_0002.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0003.png + go_towers - 副本/soldier_elemental_0003.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0004.png + go_towers - 副本/soldier_elemental_0004.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0005.png + go_towers - 副本/soldier_elemental_0005.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0006.png + go_towers - 副本/soldier_elemental_0006.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0007.png + go_towers - 副本/soldier_elemental_0007.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0008.png + go_towers - 副本/soldier_elemental_0008.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0009.png + go_towers - 副本/soldier_elemental_0009.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0010.png + go_towers - 副本/soldier_elemental_0010.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0011.png + go_towers - 副本/soldier_elemental_0011.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0012.png + go_towers - 副本/soldier_elemental_0012.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0013.png + go_towers - 副本/soldier_elemental_0013.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0014.png + go_towers - 副本/soldier_elemental_0014.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0015.png + go_towers - 副本/soldier_elemental_0015.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0016.png + go_towers - 副本/soldier_elemental_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0017.png + go_towers - 副本/soldier_elemental_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0018.png + go_towers - 副本/soldier_elemental_0018.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0019.png + go_towers - 副本/soldier_elemental_0019.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0020.png + go_towers - 副本/soldier_elemental_0020.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0021.png + go_towers - 副本/soldier_elemental_0021.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0022.png + go_towers - 副本/soldier_elemental_0022.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0023.png + go_towers - 副本/soldier_elemental_0023.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0024.png + go_towers - 副本/soldier_elemental_0024.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0025.png + go_towers - 副本/soldier_elemental_0025.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0026.png + go_towers - 副本/soldier_elemental_0026.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0027.png + go_towers - 副本/soldier_elemental_0027.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0028.png + go_towers - 副本/soldier_elemental_0028.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0029.png + go_towers - 副本/soldier_elemental_0029.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0030.png + go_towers - 副本/soldier_elemental_0030.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0031.png + go_towers - 副本/soldier_elemental_0031.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0032.png + go_towers - 副本/soldier_elemental_0032.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0033.png + go_towers - 副本/soldier_elemental_0033.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0034.png + go_towers - 副本/soldier_elemental_0034.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0035.png + go_towers - 副本/soldier_elemental_0035.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0036.png + go_towers - 副本/soldier_elemental_0036.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0037.png + go_towers - 副本/soldier_elemental_0037.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0038.png + go_towers - 副本/soldier_elemental_0038.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0039.png + go_towers - 副本/soldier_elemental_0039.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0040.png + go_towers - 副本/soldier_elemental_0040.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0041.png + go_towers - 副本/soldier_elemental_0041.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0042.png + go_towers - 副本/soldier_elemental_0042.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0043.png + go_towers - 副本/soldier_elemental_0043.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0044.png + go_towers - 副本/soldier_elemental_0044.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0045.png + go_towers - 副本/soldier_elemental_0045.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0046.png + go_towers - 副本/soldier_elemental_0046.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0047.png + go_towers - 副本/soldier_elemental_0047.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0048.png + go_towers - 副本/soldier_elemental_0048.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0049.png + go_towers - 副本/soldier_elemental_0049.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0050.png + go_towers - 副本/soldier_elemental_0050.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0051.png + go_towers - 副本/soldier_elemental_0051.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0052.png + go_towers - 副本/soldier_elemental_0052.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0053.png + go_towers - 副本/soldier_elemental_0053.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0054.png + go_towers - 副本/soldier_elemental_0054.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0055.png + go_towers - 副本/soldier_elemental_0055.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0056.png + go_towers - 副本/soldier_elemental_0056.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0057.png + go_towers - 副本/soldier_elemental_0057.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0058.png + go_towers - 副本/soldier_elemental_0058.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0059.png + go_towers - 副本/soldier_elemental_0059.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0060.png + go_towers - 副本/soldier_elemental_0060.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0061.png + go_towers - 副本/soldier_elemental_0061.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0062.png + go_towers - 副本/soldier_elemental_0062.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0063.png + go_towers - 副本/soldier_elemental_0063.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0064.png + go_towers - 副本/soldier_elemental_0064.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0065.png + go_towers - 副本/soldier_elemental_0065.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0066.png + go_towers - 副本/soldier_elemental_0066.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0067.png + go_towers - 副本/soldier_elemental_0067.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0068.png + go_towers - 副本/soldier_elemental_0068.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0069.png + go_towers - 副本/soldier_elemental_0069.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0070.png + go_towers - 副本/soldier_elemental_0070.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0071.png + go_towers - 副本/soldier_elemental_0071.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0072.png + go_towers - 副本/soldier_elemental_0072.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0073.png + go_towers - 副本/soldier_elemental_0073.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0074.png + go_towers - 副本/soldier_elemental_0074.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0075.png + go_towers - 副本/soldier_elemental_0075.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0076.png + go_towers - 副本/soldier_elemental_0076.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0077.png + go_towers - 副本/soldier_elemental_0077.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0078.png + go_towers - 副本/soldier_elemental_0078.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0079.png + go_towers - 副本/soldier_elemental_0079.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0080.png + go_towers - 副本/soldier_elemental_0080.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0081.png + go_towers - 副本/soldier_elemental_0081.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0082.png + go_towers - 副本/soldier_elemental_0082.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0083.png + go_towers - 副本/soldier_elemental_0083.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0084.png + go_towers - 副本/soldier_elemental_0084.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0085.png + go_towers - 副本/soldier_elemental_0085.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0086.png + go_towers - 副本/soldier_elemental_0086.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0087.png + go_towers - 副本/soldier_elemental_0087.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0088.png + go_towers - 副本/soldier_elemental_0088.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0089.png + go_towers - 副本/soldier_elemental_0089.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0090.png + go_towers - 副本/soldier_elemental_0090.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0091.png + go_towers - 副本/soldier_elemental_0091.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0092.png + go_towers - 副本/soldier_elemental_0092.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0093.png + go_towers - 副本/soldier_elemental_0093.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0094.png + go_towers - 副本/soldier_elemental_0094.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_elemental_0095.png + go_towers - 副本/soldier_elemental_0095.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0001.png + go_towers - 副本/soldier_lvl1_0001.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0002.png + go_towers - 副本/soldier_lvl1_0002.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0003.png + go_towers - 副本/soldier_lvl1_0003.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0004.png + go_towers - 副本/soldier_lvl1_0004.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0005.png + go_towers - 副本/soldier_lvl1_0005.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0006.png + go_towers - 副本/soldier_lvl1_0006.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0007.png + go_towers - 副本/soldier_lvl1_0007.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0008.png + go_towers - 副本/soldier_lvl1_0008.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0009.png + go_towers - 副本/soldier_lvl1_0009.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0010.png + go_towers - 副本/soldier_lvl1_0010.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0011.png + go_towers - 副本/soldier_lvl1_0011.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0012.png + go_towers - 副本/soldier_lvl1_0012.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0013.png + go_towers - 副本/soldier_lvl1_0013.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0014.png + go_towers - 副本/soldier_lvl1_0014.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0015.png + go_towers - 副本/soldier_lvl1_0015.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0016.png + go_towers - 副本/soldier_lvl1_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0017.png + go_towers - 副本/soldier_lvl1_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0018.png + go_towers - 副本/soldier_lvl1_0018.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0019.png + go_towers - 副本/soldier_lvl1_0019.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0020.png + go_towers - 副本/soldier_lvl1_0020.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0021.png + go_towers - 副本/soldier_lvl1_0021.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0022.png + go_towers - 副本/soldier_lvl1_0022.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl1_0023.png + go_towers - 副本/soldier_lvl1_0023.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0001.png + go_towers - 副本/soldier_lvl2_0001.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0002.png + go_towers - 副本/soldier_lvl2_0002.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0003.png + go_towers - 副本/soldier_lvl2_0003.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0004.png + go_towers - 副本/soldier_lvl2_0004.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0005.png + go_towers - 副本/soldier_lvl2_0005.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0006.png + go_towers - 副本/soldier_lvl2_0006.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0007.png + go_towers - 副本/soldier_lvl2_0007.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0008.png + go_towers - 副本/soldier_lvl2_0008.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0009.png + go_towers - 副本/soldier_lvl2_0009.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0010.png + go_towers - 副本/soldier_lvl2_0010.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0011.png + go_towers - 副本/soldier_lvl2_0011.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0012.png + go_towers - 副本/soldier_lvl2_0012.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0013.png + go_towers - 副本/soldier_lvl2_0013.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0014.png + go_towers - 副本/soldier_lvl2_0014.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0015.png + go_towers - 副本/soldier_lvl2_0015.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0016.png + go_towers - 副本/soldier_lvl2_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0017.png + go_towers - 副本/soldier_lvl2_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0018.png + go_towers - 副本/soldier_lvl2_0018.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0019.png + go_towers - 副本/soldier_lvl2_0019.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0020.png + go_towers - 副本/soldier_lvl2_0020.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0021.png + go_towers - 副本/soldier_lvl2_0021.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0022.png + go_towers - 副本/soldier_lvl2_0022.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl2_0023.png + go_towers - 副本/soldier_lvl2_0023.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0001.png + go_towers - 副本/soldier_lvl3_0001.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0002.png + go_towers - 副本/soldier_lvl3_0002.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0003.png + go_towers - 副本/soldier_lvl3_0003.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0004.png + go_towers - 副本/soldier_lvl3_0004.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0005.png + go_towers - 副本/soldier_lvl3_0005.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0006.png + go_towers - 副本/soldier_lvl3_0006.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0007.png + go_towers - 副本/soldier_lvl3_0007.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0008.png + go_towers - 副本/soldier_lvl3_0008.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0009.png + go_towers - 副本/soldier_lvl3_0009.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0010.png + go_towers - 副本/soldier_lvl3_0010.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0011.png + go_towers - 副本/soldier_lvl3_0011.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0012.png + go_towers - 副本/soldier_lvl3_0012.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0013.png + go_towers - 副本/soldier_lvl3_0013.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0014.png + go_towers - 副本/soldier_lvl3_0014.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0015.png + go_towers - 副本/soldier_lvl3_0015.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0016.png + go_towers - 副本/soldier_lvl3_0016.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0017.png + go_towers - 副本/soldier_lvl3_0017.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0018.png + go_towers - 副本/soldier_lvl3_0018.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0019.png + go_towers - 副本/soldier_lvl3_0019.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0020.png + go_towers - 副本/soldier_lvl3_0020.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0021.png + go_towers - 副本/soldier_lvl3_0021.png
[20:33:59]atlas_generator.INFO 🖼️ 合并图片: go_towers/soldier_lvl3_0022.png + go_towers - 副本/soldier_lvl3_0022.png
